wavelength,emission
280,0.0
285,0.0
290,0.0
295,0.0
300,0.0
305,0.0
310,0.0
315,0.0
320,0.0
325,0.0
330,0.0
335,0.0
340,0.0
345,0.0
350,0.0
355,0.0
360,0.0
365,0.0
370,0.0
375,0.0
380,0.0
385,0.0
390,0.0048167553977568
395,0.0112533329916744
400,0.0176899105855921
405,0.0278690460395278
410,0.0566640133360395
415,0.0854589806325512
420,0.1332673926965046
425,0.1860744421151091
430,0.2489105613011552
435,0.3366104159523173
440,0.488681636882548
445,0.6458854886267369
450,0.7535708083941791
455,0.8362220620279002
460,0.8859654304872024
465,0.9355051591693728
470,0.984375677580225
475,1.0015116998670472
480,0.9945198151771248
485,0.9817639406616218
490,0.9051351252546443
495,0.8364468985104577
500,0.742715067115109
505,0.6798607793244118
510,0.5959018403709245
515,0.5141176833941797
520,0.4780307970892699
525,0.4419439107843601
530,0.3989287299058068
535,0.3558736790337137
540,0.3401532938592952
545,0.3244329086848767
550,0.3087125235104582
555,0.2919792386267373
560,0.271021753161621
565,0.2500642676965046
570,0.2291067822313883
575,0.2208859015495702
580,0.2146875169036928
585,0.2084891322578154
590,0.202290747611938
595,0.1960923629660606
600,0.1898939783201832
605,0.1787816598323675
610,0.1660932800894055
615,0.1534049003464435
620,0.1407165206034815
625,0.1280281408605194
630,0.1183078178418536
635,0.1117523581761559
640,0.1051968985104582
645,0.0986414388447605
650,0.0919156485104582
655,0.0814323636267373
660,0.0709490787430163
665,0.0604657938592953
670,0.0522626688592952
675,0.047016484266272
680,0.0417702996732487
685,0.0365851817791919
690,0.0319208972184684
695,0.0272566126577448
700,0.0225923280970213
705,0.0179280435362978
710,0.0132001688592952
715,0.007953984266272
720,0.0027077996732487
725,0.0
730,0.0
735,0.0
740,0.0
745,0.0
750,0.0
755,0.0
760,0.0
765,0.0
770,0.0
775,0.0
780,0.0
785,0.0
790,0.0
795,0.0
800,0.0
805,0.0
810,0.0
815,0.0
820,0.0
825,0.0
830,0.0
835,0.0
840,0.0
845,0.0
850,0.0
855,0.0
860,0.0
865,0.0
870,0.0
875,0.0
880,0.0
885,0.0
890,0.0
895,0.0
900,0.0
905,0.0
910,0.0
915,0.0
920,0.0
925,0.0
930,0.0
935,0.0
940,0.0
945,0.0
950,0.0
955,0.0
960,0.0
965,0.0
970,0.0
975,0.0
980,0.0
985,0.0
990,0.0
995,0.0
1000,0.0
1005,0.0
1010,0.0
1015,0.0
1020,0.0
1025,0.0
1030,0.0
1035,0.0
1040,0.0
1045,0.0
1050,0.0
1055,0.0
1060,0.0
1065,0.0
1070,0.0
1075,0.0
1080,0.0
1085,0.0
1090,0.0
1095,0.0
1100,0.0
1105,0.0
1110,0.0
1115,0.0
1120,0.0
1125,0.0
1130,0.0
1135,0.0
1140,0.0
1145,0.0
1150,0.0
1155,0.0
1160,0.0
1165,0.0
1170,0.0
1175,0.0
1180,0.0
1185,0.0
1190,0.0
1195,0.0
1200,0.0
1205,0.0
1210,0.0
1215,0.0
1220,0.0
1225,0.0
1230,0.0
1235,0.0
1240,0.0
1245,0.0
1250,0.0
1255,0.0
1260,0.0
1265,0.0
1270,0.0
1275,0.0
1280,0.0
1285,0.0
1290,0.0
1295,0.0
1300,0.0
1305,0.0
1310,0.0
1315,0.0
1320,0.0
1325,0.0
1330,0.0
1335,0.0
1340,0.0
1345,0.0
1350,0.0
1355,0.0
1360,0.0
1365,0.0
1370,0.0
1375,0.0
1380,0.0
1385,0.0
1390,0.0
1395,0.0
1400,0.0
1405,0.0
1410,0.0
1415,0.0
1420,0.0
1425,0.0
1430,0.0
1435,0.0
1440,0.0
1445,0.0
1450,0.0
1455,0.0
1460,0.0
1465,0.0
1470,0.0
1475,0.0
1480,0.0
1485,0.0
1490,0.0
1495,0.0
1500,0.0
