wavelength,absorption
280,0.9073913043478252
285,0.8896467391304341
290,0.8719021739130428
295,0.8541576086956515
300,0.8364130434782602
305,0.8186684782608689
310,0.8009239130434777
315,0.7831793478260863
320,0.7654347826086951
325,0.7476902173913038
330,0.7299456521739125
335,0.7122010869565212
340,0.69445652173913
345,0.6767119565217387
350,0.6589673913043474
355,0.6412228260869561
360,0.6234782608695648
365,0.6057336956521735
370,0.5879891304347823
375,0.570244565217391
380,0.5524999999999997
385,0.5347554347826085
390,0.5170108695652171
395,0.4992663043478258
400,0.4815217391304345
405,0.4637771739130433
410,0.446032608695652
415,0.4377321105072462
420,0.4340353260869564
425,0.4303385416666666
430,0.4355331262939957
435,0.4439829192546581
440,0.4521739130434779
445,0.4589987458193978
450,0.46491368286445
455,0.4701326726342709
460,0.4656702898550722
465,0.4508831521739129
470,0.4360960144927537
475,0.4082455842391309
480,0.3694293478260875
485,0.3435546875000002
490,0.3269191576086958
495,0.3167022515527949
500,0.3103649068322979
505,0.3053442028985502
510,0.3250603864734294
515,0.3447765700483086
520,0.3872997711670471
525,0.4339959954233403
530,0.477570199275362
535,0.5187932312252964
540,0.5712203557312248
545,0.6141219429347821
550,0.6529381793478256
555,0.7532778532608696
560,0.869254658385094
565,0.9767663043478264
570,1.0647758152173905
575,1.1418478260869565
580,1.2128260869565213
585,1.2482336956521738
590,1.2773777173913046
595,1.2868837344720496
600,1.310461956521739
605,1.365913722826087
610,1.4337296195652172
615,1.5334646739130429
620,1.6374999999999982
625,1.70414402173913
630,1.743783967391304
635,1.7049082880434785
640,1.6097826086956522
645,1.4571331521739128
650,1.2961956521739126
655,1.0194595410628056
660,0.8272758152173945
665,0.5724184782608727
670,0.4035665760869579
675,0.307893172554349
680,0.2441236413043484
685,0.1841632033248082
690,0.1450207800511511
695,0.1074184782608697
700,0.0896739130434785
705,0.0719293478260872
710,0.0541213768115947
715,0.0294761473429955
720,0.0
725,0.0
730,0.0
735,0.0
740,0.0
745,0.0
750,0.0
755,0.0
760,0.0
765,0.0
770,0.0
775,0.0
780,0.0
785,0.0
790,0.0
795,0.0
800,0.0
805,0.0
810,0.0
815,0.0
820,0.0
825,0.0
830,0.0
835,0.0
840,0.0
845,0.0
850,0.0
855,0.0
860,0.0
865,0.0
870,0.0
875,0.0
880,0.0
885,0.0
890,0.0
895,0.0
900,0.0
905,0.0
910,0.0
915,0.0
920,0.0
925,0.0
930,0.0
935,0.0
940,0.0
945,0.0
950,0.0
955,0.0
960,0.0
965,0.0
970,0.0
975,0.0
980,0.0
985,0.0
990,0.0
995,0.0
1000,0.0
1005,0.0
1010,0.0
1015,0.0
1020,0.0
1025,0.0
1030,0.0
1035,0.0
1040,0.0
1045,0.0
1050,0.0
1055,0.0
1060,0.0
1065,0.0
1070,0.0
1075,0.0
1080,0.0
1085,0.0
1090,0.0
1095,0.0
1100,0.0
1105,0.0
1110,0.0
1115,0.0
1120,0.0
1125,0.0
1130,0.0
1135,0.0
1140,0.0
1145,0.0
1150,0.0
1155,0.0
1160,0.0
1165,0.0
1170,0.0
1175,0.0
1180,0.0
1185,0.0
1190,0.0
1195,0.0
1200,0.0
1205,0.0
1210,0.0
1215,0.0
1220,0.0
1225,0.0
1230,0.0
1235,0.0
1240,0.0
1245,0.0
1250,0.0
1255,0.0
1260,0.0
1265,0.0
1270,0.0
1275,0.0
1280,0.0
1285,0.0
1290,0.0
1295,0.0
1300,0.0
1305,0.0
1310,0.0
1315,0.0
1320,0.0
1325,0.0
1330,0.0
1335,0.0
1340,0.0
1345,0.0
1350,0.0
1355,0.0
1360,0.0
1365,0.0
1370,0.0
1375,0.0
1380,0.0
1385,0.0
1390,0.0
1395,0.0
1400,0.0
1405,0.0
1410,0.0
1415,0.0
1420,0.0
1425,0.0
1430,0.0
1435,0.0
1440,0.0
1445,0.0
1450,0.0
1455,0.0
1460,0.0
1465,0.0
1470,0.0
1475,0.0
1480,0.0
1485,0.0
1490,0.0
1495,0.0
1500,0.0
