wavelength,emission
280,0.0
285,0.0
290,0.0
295,0.0
300,0.0
305,0.0
310,0.0
315,0.0
320,0.0
325,0.0
330,0.0
335,0.0
340,0.0
345,0.0
350,0.0
355,0.0
360,0.0
365,0.0
370,0.0
375,0.0
380,0.0
385,0.0
390,0.0
395,0.0
400,0.0
405,0.0
410,0.0
415,0.0
420,0.0
425,0.0
430,0.0
435,0.0
440,0.0
445,0.0
450,0.0
455,0.0
460,0.0
465,0.0
470,0.0
475,0.0005794541837272
480,0.0285376423370373
485,0.0564958304903474
490,0.0844540186436576
495,0.1124122067969677
500,0.1444396554807662
505,0.1787495286466454
510,0.2130594018125247
515,0.2473692749784039
520,0.2775322805484629
525,0.295726597039144
530,0.3139209135298251
535,0.3276891255276715
540,0.3214039386333475
545,0.351003951288977
550,0.4242382608355896
555,0.5381810944152933
560,0.6639737105642447
565,0.8103053124173951
570,1.1098935589837284
575,1.2581052378158444
580,1.4790695642682028
585,1.5417121429655485
590,1.6038425378232164
595,1.5509551177633945
600,1.479344248802994
605,1.370724516910842
610,1.2096014972808051
615,1.015211462399687
620,0.8664742743245543
625,0.7357376104803565
630,0.6602873333327391
635,0.5875469252491693
640,0.5094805207144173
645,0.4293436456419197
650,0.3701491010471556
655,0.3149286490278893
660,0.2597081970086231
665,0.2324773257438235
670,0.20841551885339
675,0.1843537119629566
680,0.1631779520513336
685,0.1421562543880052
690,0.1211345567246767
695,0.1031094352330834
700,0.0923576547002424
705,0.0816058741674014
710,0.0708540936345604
715,0.0600775857612161
720,0.0491704533460434
725,0.0382633209308706
730,0.0273561885156979
735,0.0164490561005252
740,0.0055419236853525
745,0.0
750,0.0
755,0.0
760,0.0
765,0.0
770,0.0
775,0.0
780,0.0
785,0.0
790,0.0
795,0.0
800,0.0
805,0.0
810,0.0
815,0.0
820,0.0
825,0.0
830,0.0
835,0.0
840,0.0
845,0.0
850,0.0
855,0.0
860,0.0
865,0.0
870,0.0
875,0.0
880,0.0
885,0.0
890,0.0
895,0.0
900,0.0
905,0.0
910,0.0
915,0.0
920,0.0
925,0.0
930,0.0
935,0.0
940,0.0
945,0.0
950,0.0
955,0.0
960,0.0
965,0.0
970,0.0
975,0.0
980,0.0
985,0.0
990,0.0
995,0.0
1000,0.0
1005,0.0
1010,0.0
1015,0.0
1020,0.0
1025,0.0
1030,0.0
1035,0.0
1040,0.0
1045,0.0
1050,0.0
1055,0.0
1060,0.0
1065,0.0
1070,0.0
1075,0.0
1080,0.0
1085,0.0
1090,0.0
1095,0.0
1100,0.0
1105,0.0
1110,0.0
1115,0.0
1120,0.0
1125,0.0
1130,0.0
1135,0.0
1140,0.0
1145,0.0
1150,0.0
1155,0.0
1160,0.0
1165,0.0
1170,0.0
1175,0.0
1180,0.0
1185,0.0
1190,0.0
1195,0.0
1200,0.0
1205,0.0
1210,0.0
1215,0.0
1220,0.0
1225,0.0
1230,0.0
1235,0.0
1240,0.0
1245,0.0
1250,0.0
1255,0.0
1260,0.0
1265,0.0
1270,0.0
1275,0.0
1280,0.0
1285,0.0
1290,0.0
1295,0.0
1300,0.0
1305,0.0
1310,0.0
1315,0.0
1320,0.0
1325,0.0
1330,0.0
1335,0.0
1340,0.0
1345,0.0
1350,0.0
1355,0.0
1360,0.0
1365,0.0
1370,0.0
1375,0.0
1380,0.0
1385,0.0
1390,0.0
1395,0.0
1400,0.0
1405,0.0
1410,0.0
1415,0.0
1420,0.0
1425,0.0
1430,0.0
1435,0.0
1440,0.0
1445,0.0
1450,0.0
1455,0.0
1460,0.0
1465,0.0
1470,0.0
1475,0.0
1480,0.0
1485,0.0
1490,0.0
1495,0.0
1500,0.0
