wavelength,emission
280,0.0
285,0.0
290,0.0
295,0.0
300,0.0
305,0.0
310,0.0
315,0.0
320,0.0
325,0.0
330,0.0
335,0.0
340,0.0
345,0.0
350,0.0
355,0.0
360,0.0
365,0.0
370,0.0
375,0.0
380,0.0
385,0.0
390,0.0
395,0.0
400,0.0
405,0.0
410,0.0
415,0.0
420,0.0
425,0.0
430,0.0
435,0.0
440,0.0
445,0.0
450,0.0
455,0.0
460,0.0
465,0.0
470,0.0
475,0.0
480,0.0
485,0.0
490,0.0
495,0.0
500,0.0
505,0.0
510,0.0
515,0.0
520,0.0
525,0.0
530,0.0
535,0.0
540,0.0
545,0.0
550,0.0
555,0.0
560,0.0
565,0.0
570,0.0
575,0.0056854725635973
580,0.0121586538304237
585,0.01863183509725
590,0.0251050163640764
595,0.0315781976309028
600,0.0380513788977292
605,0.0596800749499588
610,0.0907764790973227
615,0.1260187416262346
620,0.1689951481598101
625,0.2119715546933856
630,0.2604102346862286
635,0.3205391861729263
640,0.380668137659624
645,0.4570821953606083
650,0.5420386355160841
655,0.6258572076233282
660,0.704077102911285
665,0.7670231793349558
670,0.8112933646946796
675,0.8555635500544034
680,0.8897762872216634
685,0.921433248576878
690,0.9530902099320924
695,0.9677711110555554
700,0.981815305343652
705,0.9958594996317488
710,0.9872504297903484
715,0.9717143389549876
720,0.9561782481196268
725,0.9406421572842658
730,0.9076893237026732
735,0.8655947695434867
740,0.8235002153843003
745,0.7649753013354789
750,0.7040118804184254
755,0.6492279917894993
760,0.6101201426559624
765,0.5710122935224253
770,0.5319044443888883
775,0.4914578436102121
780,0.4454919855688822
785,0.3995261275275523
790,0.3575625831999682
795,0.3292136880863671
800,0.3008647929727661
805,0.2725158978591651
810,0.2441670027455641
815,0.2170641635615861
820,0.1900364332208526
825,0.1630087028801192
830,0.1359809725393857
835,0.1109532429333389
840,0.0862948578401711
845,0.0616364727470033
850,0.0422468544045376
855,0.0350297587270243
860,0.027812663049511
865,0.0205955673719977
870,0.0133784716944843
875,0.006161376016971
880,0.0
885,0.0
890,0.0
895,0.0
900,0.0
905,0.0
910,0.0
915,0.0
920,0.0
925,0.0
930,0.0
935,0.0
940,0.0
945,0.0
950,0.0
955,0.0
960,0.0
965,0.0
970,0.0
975,0.0
980,0.0
985,0.0
990,0.0
995,0.0
1000,0.0
1005,0.0
1010,0.0
1015,0.0
1020,0.0
1025,0.0
1030,0.0
1035,0.0
1040,0.0
1045,0.0
1050,0.0
1055,0.0
1060,0.0
1065,0.0
1070,0.0
1075,0.0
1080,0.0
1085,0.0
1090,0.0
1095,0.0
1100,0.0
1105,0.0
1110,0.0
1115,0.0
1120,0.0
1125,0.0
1130,0.0
1135,0.0
1140,0.0
1145,0.0
1150,0.0
1155,0.0
1160,0.0
1165,0.0
1170,0.0
1175,0.0
1180,0.0
1185,0.0
1190,0.0
1195,0.0
1200,0.0
1205,0.0
1210,0.0
1215,0.0
1220,0.0
1225,0.0
1230,0.0
1235,0.0
1240,0.0
1245,0.0
1250,0.0
1255,0.0
1260,0.0
1265,0.0
1270,0.0
1275,0.0
1280,0.0
1285,0.0
1290,0.0
1295,0.0
1300,0.0
1305,0.0
1310,0.0
1315,0.0
1320,0.0
1325,0.0
1330,0.0
1335,0.0
1340,0.0
1345,0.0
1350,0.0
1355,0.0
1360,0.0
1365,0.0
1370,0.0
1375,0.0
1380,0.0
1385,0.0
1390,0.0
1395,0.0
1400,0.0
1405,0.0
1410,0.0
1415,0.0
1420,0.0
1425,0.0
1430,0.0
1435,0.0
1440,0.0
1445,0.0
1450,0.0
1455,0.0
1460,0.0
1465,0.0
1470,0.0
1475,0.0
1480,0.0
1485,0.0
1490,0.0
1495,0.0
1500,0.0
